num,page found,term found,freq dist,author,date,secondary title,primary title,summary,text,link
166,True,True,5.0,AKELLO ODENYO,12 June 2019 - 17:12,RIGHT TO LIFE,Court declines to declare abortion totally illegal,• Abortion is permitted in the opinion of a trained health professional. • Maputo Protocol allows abortion for girls and women who get pregnant as a result of sexual violence.,"A five-judge bench has declined to give a blanket ruling making abortion legal in Kenya. Judges Aggrey Muchelule, John Mativo, Lydia Achode, George Odunga and Mumbi Ngugi asserted that the Constitution allows a window for abortion. Article 26 (4) of the Constitution states that, ‘abortion is permitted in the opinion of a trained health professional, there is a need for emergency treatment, or the life or health of the mother is in danger, or if permitted by any other written law’. Odunga said the Maputo Protocol which Kenya is a signatory, allows abortion for girls and women who get pregnant as a result of sexual violence. He ruled that the director of medical services violated the law by withdrawing the 2012 Standards and guidelines and training curriculum for Reducing Morbidity and Mortality from Unsafe Abortion in Kenya. “The guidelines were public policy documents that were passed through a process that involves public participation. The withdrawal should have followed the same procedure,” Ngugi. She added; ""It’s not the cause of pregnancy but effect of it that determines whether abortion is permitted. If a trained health practitioner finds that a pregnancy from rape or incest interferes with the mental, social or physical well-being of woman, abortion is allowed."" The judges have also ordered that JMM’s mother is entitled to comprehensive reparation due to inefficiencies of the hospitals where she was treated. JMM’s case is the ground on which the petition was built. She got pregnant after sexual violence and tried to procure an abortion from a quack doctor. The process went wrong and she bled excessively damaging her kidneys. She was taken to three different government hospitals seeking post-abortion care before she died. Her compensation of Sh3 million is to be paid by the state. More:",https://www.the-star.co.ke/news/2019-06-12-court-declines-to-declare-abortion-totally-illegal/
167,True,True,9.0,NJERI MBUGUA MbuguaENjeri,14 June 2019 - 05:00,VICTORY FOR WOMEN,Lobbies want abortion in all health facilities,"•Groups say abortion should be provided if the life, physical or psychological well being of woman or girl is affected by pregnancy •Training of medical professionals on provision of abortion should begin immediately","Civil society organisations want legal abortion services to immediately available in all hospitals in accordance with the Constitution. The call comes after the High Court on Wednesday ruled that the Director of Medical Services and the Ministry of Health had violated the law by withdrawing the 2012 Standards and Guidelines for Reducing Morbidity and Mortality from Unsafe Abortion in Kenya and banning the training of health professionals on abortion. They have called for the immediate reinstatement of training for all nurses, clinical officers, midwives and doctors on the provision of safe and legal abortion services. Further, the organisations want all facilities to have trained health professionals, essential medicines and equipment and the dissemination of information on safe and legal abortion. Speaking during a joint press conference in Nairobi on Thursday, the lobby groups said the ruling is a victory to women and girls especially from the lower socioeconomic status that are disproportionately affected by unsafe abortions. ""... women and girls will be able to access safe and legal abortion services and information, and health providers will be able to offer abortion and post-abortion care services without the fear of being prosecuted,"" their statement read. Christine Alai, a legal expert on sexual violence in conflict, said the court ruling affirmed women and girl's right to seek an abortion and care services at health facilities. The legal expert said that any woman who feels her mental or physical health is affected by their pregnancy has the right to walk into a health facility and request an abortion. ""It will be the obligation of that health professional to determine whether the life or physical or psychological health of the girl or women is affected by that pregnancy in order to procure an abortion,"" she said. Alai said the ruling is a landmark decision because most people believe abortion cannot be permitted under any circumstance. Abortion in Kenya is allowed if in the opinion of a trained health professional there is a need for emergency treatment or if the life or health of the mother is in danger or if permitted by any other written law. Martin Onyango, a lawyer at the Centre for Reproductive Health, said the absence of abortion services in clinics forces a lot of women and girls to seek help from quacks because trained providers fear arrest. ""Women and girls seek unsafe clandestine abortions due to lack of access to reproductive health information and quality services, lack of clarity on the legal status of abortion and pervasive cultural stigma,"" he said. According to the lobby groups, unsafe abortion is one of the main causes of maternal deaths in Kenya. They argue that though these deaths are preventable. Seven women and girls die from unsafe abortions every day. They termed the ruling a step in the right direction toward improving maternal health and gender equality in the country.",https://www.the-star.co.ke/news/2019-06-14-lobbies-want-abortion-in-all-health-facilities/
168,True,False,0.0,KAZUNGU KATANA,16 June 2019 - 07:01,FOREIGN INFLUENCE,Can US Embassy help tame rising corruption tide under Ambassador McCarter,"• Mcarter, the 17th US ambassador to Kenya, has arrived at a time the country is battling corruption and terrorism. • Twitter is Mcarter’s principle tool of communicating with Kenyans, and he recently sent tweets condemning graft in Kenya.","On February 5, US Ambassador Kyle Mcarter told a group of Kenyans at a church service and dinner in St Louis, Missouri, that President Donald Trump’s priorities in Kenya would be to support the fight against corruption and terrorism. In retrospect, US-Kenya relations have had a checkered history. During the Cold War, Kenya aligned itself fully with the US and the West in the campaign against communism. Eight US ambassadors served in Kenya during this period. The first US envoy William Attwood (1964-66), had a short tour of duty, as he was expelled after criticising President Jomo Kenyatta’s government in his book, The Blacks and the Reds, which remains banned in Kenya. Others were ambassadors Glenn Ferguson (1966-69), Robinson Mcllvaine (1969-73), Anthony Marshall (1974-77), Wilbert Le Melle (1977-80), William Harrop (1980-83), Gerald Thomas (1983-86), and Elinor Constable (1986-89). The American diplomats who have served in Kenya in the post-Cold War era are Smith Hempstone (1989-93), Aurelia Brazeal (1993-96), Prudence Bushnell (1996-99), Johnnie Carson (1999-03), William Bellamy (2003-06), Michael Ranneberger (2006-11), Jonathan Scott Gration (2011-12), Robert Godec (2012-19), and now McCarter. Each of these ambassadors has served at different terms in Kenya’s history and they have had varied impacts. Gration, for example, has served the shortest period, while Bushnell is remembered for her valiant handling of the 1998 Nairobi US Embassy bombing. Carson is credited for the diplomatic push to persuade President Daniel Moi to step down after serving his two terms post-multiparty politics; Ranneberger is remembered for pushing the generational change youth agenda through President Barack Obama’s ‘Yes, Youth can’ programme that nearly caused his recall through an aborted impeachment motion in the National Assembly. But it is Hempstone’s ‘undiplomatic’ approach over multiparty politics that drew the ire of President Moi and his Kanu regime. Hearrived in Kenya on December 7, 1989 at a time of the fall of the Berlin Wall, marking the end of communism and the dismantling of single-party regimes elsewhere. Whereas the Third Wave of Democratisation was sweeping across sub-Saharan Africa, Kanu had resisted political change. Hempstone dared Moi to open the political space and to release political detainees. In a speech at a function at the Nairobi Rotary Club in May 1990, the envoy declared that the US would provide aid to countries that nourished democratic institutions, defended human rights and practiced multi-party politics. For daring to take a stand against Moi, he was Kanu’s number one enemy. At one time, the Foreign Affairs minister Ndolo Ayah branded Hempstone a slave master! But Hempstone wasn’t the man to budge. Initially alone in the multiparty crusade, he managed to persuade other Western ambassadors in Nairobi, notably those from the Nordic countries and Germany, to join him. Prof Michael Chege has noted that Hempstone became a Kenyan folk hero, celebrated in song and poetry. More than any other US ambassador in Africa, Hempstone spoke freely against dictatorship and in favour of civil liberties. Mcarter, the 17th US ambassador to Kenya, has arrived at a time the country is battling corruption and terrorism. Whereas there is not a doubt that US-Kenya collaboration in combatting terrorism is a huge success, corruption remains elusive: It still has to adequately receive policy attention in Washington. Mcarter is increasingly becoming visible among ordinary Kenyans, especially on the war against corruption. He is beginning to bite. Like his boss in Washington, Twitter is his principle tool of communicating with Kenyans. His tweet some few weeks ago was satirical, cleverly couched to mock Kenyan leaders attending the Annual National Prayer Breakfast in Nairobi. He urged the leaders to walk the talk on the war on corruption. The ambassador recently followed up with another tweet in Kiswahili, with a touch of Sheng slang, urging Kenyans to reject corrupt in society. He wondered how Kenyans would welcome corrupt people in their midst as heroes and heroines, while petty thieves earned huge punishments, including jail terms. Mcarter’s mounting voice against corruption seems to enjoy the support of other major Western embassies in Nairobi, notably the British, the Nordic states, Germany and Canada. These countries have in the past voiced their concerns about corruption in Kenya. It should be recalled that the combined onslaught of these countries alongside the World Bank and the International Monetary Fund in the 1990s, enabled the local pro-democracy movement to compel the Kanu regime to re-introduce plural politics in 1991. The challenge now is whether this time round, the US and the other Western embassies in Nairobi are ready and willing to apply their combined onslaughts to tame the rising tide of corruption. One option these countries have, and which has been used in the past, is to deny travel visas to graft suspects. However, this option has had little impact because the names of such suspects have not been made public, in part because of visa regulations. But exceptions could be made, especially to high-ranking officials, if only to shame them and to serve as examples to others. The other option that has also been used in the past with minimal success is the seizure of property and finances illegally acquired and stashed in some of these countries. It is now time for this move to be expedited and those found culpable to be similarly exposed to the public. The third option is for the US and the West to use the carrot and stick. If diplomatic collaboration fails and push should come to shove, they could exert non-diplomatic measures, including denial of development and aid funds to institutions that frustrate anti-corruption measures. These measures produced the desired results in the form of plural politics in 1991 and there is no reason why these same measures — along with domestic support — should not produce the desired results in the form taming corruption today. The writer is a former employee of the US Embassy’s Public Affairs Section in Nairobi and comments on political and coastal issues . More:",https://www.the-star.co.ke/news/2019-06-16-can-us-embassy-help-tame-rising-corruption-tide-under-ambassador-mccarter/
169,True,True,2.0,[],21 June 2019 - 00:00,APPELLATE COURT INTERVIEWS,Allow abortion in restricted circumstances – Justice Tuiyott,"• The judge who sits at the commercial and tax division said there continues to be challenges relating to pregnancies from rape and sexual violence. • But it’s clear to him that abortion should be allowed when the situation of the victim allows, he said.","High Court Judge Francis Tuiyott yesterday told JSC commissioners that abortion should not be made available to all Kenyan women at will. The judge who sits at the commercial and tax division said there continues to be challenges relating to pregnancies from rape and sexual violence. But it’s clear to him that abortion should be allowed in certain circumstances, he said. Tuiyott was appearing before an interview panel of the Judicial Service Commission selecting judges for the Court of Appeal. Asked whether parliament should enact a law to punish women who abort, the Judge said, “There is a statute, so I think there is no problem.” Regarding cases of sexual molestation by teachers, the Judge said the Teachers Service Commission should be made liable. He said there is need to factor in whether the said commission has resigned on teachers in terms of discipline. The interviews for the recruitment of 11 judges of the Court of Appeal began on Monday. The commission has shortlisted 22 judges for the interviews and 13 advocates. (Edited by O. Owino)",https://www.the-star.co.ke/news/2019-06-21-allow-abortion-in-restricted-circumstances--justice-tuiyott/
170,True,False,0.0,[],26 June 2019 - 00:00,CLAIMS OF SACKINGS,Maasai clash with KWS over tour guide jobs,• Elder says guides from the community had been informed their services were no longer needed. • Warden says no one has been fired and everyone is at work.,"Members of the Maasai community have accused KWS of dismissing about 60 tour guides at Hells Gate National Park. But the management of the world famous park has dismissed the claims noting that guides are still working and had not been replaced. A meeting called between KWS and the community that lives around Maasai Cultural Centre to resolve the issue aborted in the last minute due to the differences. Community leader Jackson Sencho said some of the tour guides had worked in the park for over 20 years and had vast experience. Sencho said the guides who hail from the community had been informed that their services were no longer needed, sparking fear and anxiety. “KWS has had an agreement to allow trained tour guides from the community to work in the park but we do not know why this is changing,” he said. He added that a promise by KWS to construct a dispensary for residents had failed to materialize forcing them to trek for long distances in search of medical assistance. “Currently, we have a problem with KWS over employment opportunities, boundary dispute and lack of support to the communities around the park,” he said. But speaking on phone, the park warden Peter Lekeren dismissed the allegations saying they were working closely with members of the community. Lekeren said that no guide had been kicked from the park, adding that all were on duty serving visitors. “The press is welcome to the park to certify that tour guides are working in different sections of the park,” he said. The senior officer said funds set aside for a dispensary are still intact but the project stalled due to a land dispute.",https://www.the-star.co.ke/news/2019-06-26-maasai-clash-with-kws-over-tour-guide-jobs/
171,True,False,0.0,ANNETTE WAMBULWA WambulwaAnnette,06 July 2019 - 00:00,SENTENCING ON MONDAY,Moipei Quartet's dad faces jail for contempt,•Nicholas Moipei who is the chairman Governing Council of the Kenya Cultural Centre is alleged to have illegally dismissed Acting CEO Edwin Gichangi even after the court ordered against it •The court further directed Moipei to appear in court for mitigation and sentencing on Monday next week.,"The father of the Moipei sisters risks six months imprisonment after being found guilty of disobeying a court order. Nicholas Moipei, who is the chairman Governing Council of the Kenya Cultural Centre, is alleged to have illegally dismissed acting chief executive officer Edwin Gichangi even after the court ordered against it. Gichangi then moved to the court seeking to commit Moipei and Benson Kimoni, who is acting CEO, to prison for disobeying the July 5, 2018, court order. “The court, after considering all the facts placed before it, comes to the conclusion that Moipei was in contempt by wilfully disobeying a valid court order he was aware of,” the court ruled. However, the court did not find Kimoni in contempt as had been claimed by Gichinga. The court further directed Moipei to appear in court for mitigation and sentencing on Monday next week. The court had ordered the Kenya Cultural Centre to unconditionally lift the Gichinga suspension from employment and further ordered for his immediate reinstatement and restoration of all assets bestowed on him by virtue of his office. Justice Stephen Radido in his verdict ruled that there was in deed an order made by the court on July 5 last year directing the centre to reinstate Gichinga pending the hearing and determination of the dispute lodged. ""It cannot be said that the order was ambiguous or not clear as it directed that the suspension of the Gichinga be lifted and he be restored to office,"" he ruled. “The assertion by Moipei that there was no order restraining the termination of the Gichinga’s employment has no factual or legal backing, considering that no fresh allegation or charges were put to him."" The court also noted that Moipei received the order because he wrote to Gichinga informing him that he had received the court order and was consequently lifting the suspension. Despite having acted on the court order, Moipei invited Gichinga to attend a disciplinary hearing on July 9 last after a previous hearing scheduled through a letter dated June 19 had aborted. Gichinga declined to attend the hearing arguing that there was a court order in force and he would not submit to the jurisdiction of the disciplinary panel when there was an order. “Despite the misgivings by Gichinga, the council met under the chairmanship of Moipei and resolved to dismiss him from employment on the same allegations,” the judge ruled. Moipei had defended their move, saying that there were new grounds for taking disciplinary action against Gichinga but the judge noted that that would have constituted or requited a fresh disciplinary process which was never done. Moipei had also argued that the order was directed to the centre and not the council members and, therefore, it was wrong for him to be cited for contempt. The judge said being chair of the council Moipei was aware of the agenda of the meeting and the court order but he did not tell the council that there was an order. “Nevertheless and in spite of having been served or being aware of the court order, Moipei went ahead to superintend over an agenda contrary to a valid court order,"" he said.",https://www.the-star.co.ke/news/2019-07-06-moipei-quartets-dad-faces-jail-for-contempt/
172,True,True,16.0,"Betty Odallo, Lucy Minayo and Martin Onyango",20 July 2019 - 12:00,KATIBA CORNER,Abortion where mother's health is at risk is a right,"• A very large number of patients in women’s wards in Kenyan hospitals are there because of the effects of unsafe abortion. • In Kenya, women and girls from poorer backgrounds are more vulnerable to sexual violence.","JMM was a 14-year-old schoolgirl, living in rural Kisii when sometime in 2014, she was forced to have sexual intercourse. Due to a lack of information on how to respond to the situation, or whom to approach, she was not able to receive immediate post-rape care, including emergency contraception. Two months later, JMM discovered she was pregnant. Fearing blame and rejection from her family, she confided in a friend who took her to an untrained person who performed an unsafe abortion on her. She suffered complications from the procedure, and sought post-abortion care at a local dispensary, a county referral hospital, a mission hospital, before she finally ended up at Kenyatta National Hospital. Lack of quality care and significant delays in her transfer from one facility to the next led to her developing chronic kidney illness, to which she succumbed in June last year. The World Health Organization defines unsafe abortion as a procedure for terminating pregnancies, carried out either by persons lacking the necessary skills or in an environment that does not conform to minimal medical standards or both. The continued lack of access to safe legal abortion services causes many women and girls in Kenya to resort to illegal, unsafe abortion. A very large number of patients in women’s wards in Kenyan hospitals are there because of the effects of unsafe abortion. Sadly, the evidence, in this case, showed that even women may not get adequate care. In Kenya, women and girls from poorer backgrounds are more vulnerable to sexual violence, less able to know how to obtain an abortion (legal or not), less able to pay for it, and less able to pay for treatment, as JMM could not pay for treatment for kidney disease. LACK OF GUIDANCE An important tool for avoiding tragedies like JMM’s would be for official guidance, and training, to medical professionals on when abortion is permissible and how to carry it out. The Kenyan Ministry of Health did have such guidance and training, but in 2013 the Director of Medical Services withdrew the standards and guidelines on reducing maternal deaths and injuries from unsafe abortion. He withdrew the national training curriculum on provision of safe and legal abortion services, threatened legal and professional sanctions against anyone conducting such training, and banned the use of Medabon, a widely-used combination medicine used for medical abortions. These actions created a skills gap in the health sector in the handling of abortion and post-abortion care and created confusion amongst women, girls and health service providers on the legal status of abortion. Consequently, women and girls, including those in situations similar to that of JMM, could not access quality, timely, life-saving abortion and post-abortion care services. WHEN ABORTION IS POSSIBLE First, the court emphasised that as a general rule, medical abortion is not permissible, as the Constitution clearly states. Equally, there are some clear exceptions to this. Most important is the exception if the life or health of the mother is in danger – provided that a trained health professional assesses that this is the case. In the court’s view, health comprises not only physical but also mental and social well-being. And a pregnancy that results from rape may constitute a threat to a woman’s mental and psychological health and, therefore, qualify her to access abortion services. This clarification that rape or defilement may qualify one for abortion is critical to addressing the effects of sexual violence on women and girls. WHAT DOES 'OPINION OF A TRAINED PROFESSIONAL MEAN'? The court also explained clearly the provision that talks about “the opinion of a trained health professional,” on this matter. This is not limited to doctors or specialist obstetrician-gynaecologists only: Indeed, it includes nurses, clinical officers, and midwives. The majority of the first-line health facilities that women and girls attend to seek health services, including reproductive health services, are manned by nurses and clinical officers. The impact of this judgment is, therefore, that women and girls in rural and marginalised areas can, like their counterparts in urban areas, access life-saving services, offered by health service providers that are reachable by them. RESPONSIBILITY OF PUBLIC OFFICERS The court was categorical that by unilaterally and arbitrarily withdrawing the standards and guidelines and the training curriculum on safe legal abortion, which had been developed through participatory processes, the DMS acted outside the scope of his powers. The court was also categorical that the actions of the DMS left a gap that meant women and girls could not access the right to abortion under the Constitution. Consequently, the court ordered the reinstatement of the guidelines. Through this decision, the court reaffirmed that public officers play an important role in the realisation of the rights enshrined in the bill of rights and that any policy or other actions that they take must be aimed at enabling access to those rights. The court did not focus on Article 26(4) (on abortion) alone but added that withdrawal of the guidelines affected the rights of women and girls to the highest attainable standard of health, to non-discrimination, to information, to consumer rights, and to benefit from scientific progress. In fact, it affected the rights of health professionals also to these rights. Nothing could bring back JMM (who died while the case was in court). The court did award compensation for violation of JMM’s constitutional rights – which would go to her mother. We praise the judges for diligently applying their minds to the plight of women and girls. As a result of the judgment, there is now indisputable clarity that a bortion, where the health of the mother is at risk, is a right, that health is not restricted to physical health, and that risk to health arising from rape or defilement is included. The court also makes it clear that to enable access to safe abortion, the government should provide accurate, complete and non-prejudicial information on when, where and how women and girls can access abortion services. By withdrawing the Guidelines that did this the Ministry had made Article 26(4) of the Constitution a dead letter. The court also made the connection between the possibility of safe abortion and achievement of goals on reduction of maternal mortality. We suggest that in addition, the government should work with civil society and community-based organizations and groups to roll out public awareness programmes aimed at destigmatizing abortion, women and girls who need abortion services, and health service providers who provide those services. As the judgment also makes it clear that obstetricians, gynaecologists, doctors, nurses, midwives and clinical officers can, if trained, provide safe, legal abortion services in line with the Constitution, the Kenyan government has a duty to offer these professionals training, necessary equipment and the environment to do their work without fear of reprisals. Public officers are bound by national values and principles of governance. Their actions must always be transparent, and accountable; they must strive to enhance public participation, inclusivity, non-discrimination and protection of marginalised groups in our communities. The authors are advocates of the High Court of Kenya, working at the Center for Reproductive Rights. More:",https://www.the-star.co.ke/news/2019-07-20-abortion-where-mothers-health-is-at-risk-is-a-right/
173,True,False,0.0,[],03 August 2019 - 19:28,FILTHY KISII,Mounds of Garbage litter Kisii Town,"•On Sarturday, the traders accused the town administration of sleeping on their job.","Mounds of garbage now pile in the abandoned garbage trucks which are strategically located in various town streets. On Sarturday, the traders accused the town administration of sleeping sleeping on it's job. "" This is nothing but lethargy by those concerned . The situation needs to be addressed or we begin a tax boycott. Some traders report to their daily jobs with young children who crawl around these garbage who may get infections"" said John Ontuga, another trader. He said some sellere have been forced to to place their wares near the garbage heaps due to lack of space. ""This garbage is now slowly pushing some traders away from their allocated space. Soon they may have no place to conduct their businesses if nothing is going to be done soon,"" said Ontuga. Thomas Omboki, another trader, spoke of what he referred to as deliberate and constant delays in the collection of the garbage by the assigned officers. Vegetable dealers behind Tuskys Chigware said fumes emitted from the dumps are unbearable and have already starteds to affect their breathing. A female trader said her toddler was taken ill after she spent time with her near the dumps as she sold vegetable. She said they now fear possible contamination of their foods as the garbage pile up in the abandoned truck nearby. A charcoal dealer at the site Mary Mokandu said some backstreet clinics were now dumping aborted foetus in the truck further putting them and their clients at risk of infections. ""We have seen several foetuses being collected from here . It is up to the County to ensure this town is clean because we are paying tax which should fund the collection of garbage so that we do our business in hygienic environments,"" said Mokandu. Streets children hovering for food sometimes steal from the traders, they lamented. The traders said they expect the County to do better now that the town has acquired a municipal status.",https://www.the-star.co.ke/news/2019-08-03-mounds-of-garbage-litter-kisii-town/
174,True,False,0.0,[],13 August 2019 - 01:00,LEADERSHIP TUSSLE,No end in sight for Nairobi Central SDA Church wrangles,• The church leaders who spoke to the press yesterday said they were forced to expel 15 members after they unlawfully attempting to eject the resident pastor Pierre Masaai Mayua. • The 15 were also accused of and disrespecting the resident pastor.,"The regional Seventh Day Adventist Church leaders have blamed the Nairobi Central congregation’s woes on an aborted leadership selection exercise. The SDA Central Kenya Conference Executive Director John Ngunyi said the nominations process has been ongoing for the last 10 months. The church runs a two-year nomination process according to its manual. The church leaders who spoke to the press yesterday said they were forced to expel 15 members after they attempting to unlawfully eject the resident pastor Pierre Masaai Mayua. The 15 were also accused of disrespecting the resident pastor. “The process was being undertaken by a nomination committee which is the final committee. It has the mandate to discuss names, vote, write to individuals to accept or decline the nominations and read the names,” Mayua said. Mayua told journalists about the protracted differences with the 15 now expelled faithful. The group includes Sammy Masara, Enock Kinara, Humphrey Nguma, Wilfred Ndolo, Geoffrey Asanyo, Henry Osinde, Gerald Kireki and Zipporah Mokua. Others are Ebby Mokaya, Jerry Magutu, Jones Agwata, Kepha Osoro, Geoffrey Nyamasege, Erick Magutu and Friday Kinara. They were part of the church’s previous leadership. Mayua said that they attempted to eject him from office when he was away on official duty in Siaya county in late 2018. “During the last two weeks of November and early December in 2018, we went to preach in Siaya County where 276 people gave themselves for baptism,” he said. However, some elders met at Nairobi Central SDA Church at the same time and passed a vote of no confidence against me, Mayua said. “I am an employee of the conference, not the church. They have no rights to discuss us and instead should raise their issue with the conference’s president,” he said. Mayua on his return found that some of the elders at the church had tried to protect him from his ouster but they failed. “On February 9, I found a letter that read ‘You are no longer our pastor and the nominations are cancelled’,” he said. Mwayua protested the letter and told the group that he was still the legitimate pastor. He later went for instructions from the conference committee on the matter. “They were told to bring a team of seven elders out 84. They were advised to return to the church and follow the right procedure,” he said. The team had complained about a flawed nomination process. The rebels then boycotted departmental nominations of the church. Mayua said that they went ahead with the nominations as planned in four departments since they had the required quorum. “Former head elder asked them to reject the names, the nominations were cancelled, pastors recalled at end of the service,” he said. The church’s offices were later on July 23 locked using chains and padlocks by five of the members. The team claimed that police were informed of the incident but nothing happened. The leaders condemned the church’s closure by Nairobi county commissioner Flora Mworoa terming it unconstitutional. They claimed that the right procedure was not followed hence infringing their right to prayers. They said that both the parties had had several meetings with the administrator, among other government officials and resolutions reached at. “The same group of 15 came to disrupt the reading of the names by myself in church during a business meeting. The exercise, however, went on successfully, we took the vote. They went to court but the case was dismissed,” he said. The team, however, registered the Nairobi Cosmopolitan Conference Limited (NCC) before their case’s ruling. According to Ngunyi, the 15 members had on July 20 been called to defend themselves but they didn’t. One of the leaders instead insulted Mayua leading to the meeting’s disruption. The leaders threatened to move to court if the government fails to reopen the church. Mayua maintained that it was the last option for them to remove names of the 15 rebels from their records. “They circumvented the vote by bringing acrimony, the reason why I had to announce that they were no longer members,” he said. Though there are claims that the wrangles could be along ethnic lines and a scramble to control millions collected at the church, the team maintained those allegations were farfetched. The church’s leadership, they said, is drawn from all the communities across the country. (edited by O. Owino)",https://www.the-star.co.ke/news/2019-08-13-no-end-in-sight-for-nairobi-central-sda-churchc-wrangles/
175,True,True,3.0,[],22 August 2019 - 00:00,TO SERVE FOUR YEARS,Nurse who procured abortion for Form 4 student loses appeal case,"• After a full trial, the magistrate convicted Francis Mutunga of killing an unborn child and sentenced him in July last year to four years imprisonment. • Judge ruled appeal lacked merit and upheld conviction and sentence on August 15.","A nurse who was jailed for four years for procuring an abortion for a 17-year-old Form 4 student has lost a bid to reverse his sentence. Francis Mutunga was charged with the offence of concealing birth contrary to law. It was alleged that on May 29, 2015, in Makueni county, Mutunga with another not before court secretly disposed the dead body of a baby girl who had been delivered by a minor, to conceal its birth. He faced a second count of killing an unborn child by administering drugs to the minor that prevented the child from being born alive. After a full trial, the magistrate convicted him on count two and sentenced him in July last year to four years imprisonment. Mutunga, however, appealed the lower court’s decision. He argued that the magistrate erred in law by relying on insufficient or no evidence to substantiate the offence of killing an unborn child in the absence of any of the primary elements of malice or aforethought. Mutunga added that he was on official duty during the commission or omission of the offence. The accused also said that the extracts produced by him showing the treatment he administered do not show any malice aforethought on his part. He submitted that the reasoning by the trial magistrate was marred by errors, and totally disregarded the defence testimony and real evidence. Mutunga also argued that the prosecution’s evidence was marred by inconsistencies and did not meet the required standard of proof. The suspect added that the evidence by the girl which the trial magistrate relied on was not corroborated and that the minor could not name the pills she was given or produce evidence of the same in court. High court judge Hedwig Ong'udi while delivering her judgment said that she did not see how premature labour could change so fast into mild abdominal pain and eventually a minor illness. She agreed with the trial magistrate that it does not require a medic to tell that premature labour is an emergency case. Further, Mutunga had said that he had referred the girl to a major hospital but his records did not reflect that. But later in re-examination, Mutunga said he had done the referral in the girl’s patient book. “So which is which?” the judge questioned. “In a nutshell, the appellant’s evidence was marred with contradictions and inconsistencies which only served to amplify his incredibility. The prosecution’s case was consistent and corroborative,” Judge Ong’undi said. As for the likelihood of ill motive alluded to by Mutunga, the judge said that the evidence on record did not point to such, not even remotely. She said Mutunga confirmed that he had no grudge with either the minor or her mother and that they had no reason to frame him for the offence. “The minor was not trying to shift blame because she had pleaded guilty and it was not shown that she had been promised anything in exchange for her testimony,” the judge ruled. The judge said the weight attached to the girl's evidence was in her view not unnecessary and that ground of appeal failed. “The result is that the appeal lacks merit and is dismissed. The conviction and sentence are upheld,” Ong'udi ruled on August 15. It was the prosecution’s case that the girl who was a Form 4 student left for school from home on May 29, 2015. She did not return home and this got her mother concerned. Her mother said that when her daughter did not return home she called the headmaster who informed her that the girl was not in school that day. The minor on the other hand testified that she had conceived in 2014 and kept it from her mother. On the days she disappeared, she was pregnant and had disclosed this to her friend who referred her to Malili who was Mutunga’s co-accused. Malili then referred her to Mutunga after giving her Sh3,000 to pay him and his phone number for purposes of communication. Her intention was to get rid of the pregnancy. The said Malili gave her directions on how to reach Mutunga. Mutunga allegedly directed her to his house where he inserted some pills in her vagina and after some time a jelly-like fluid started to flow. He then injected her on the arm. Mutunga had also wanted to have sex with her but she declined. She gave him the Sh3,000. The minor added that she went to Malili’s home who made her lie on a seat and made her strong tea. At 7:00 pm she swallowed pills given to her by Mutunga. She then felt as if she had labour pains and the foetus came out at about 11pm. She released it into a washbasin given to her by Malili who told her not to look at it as it was a taboo to do so. She felt relieved and slept. She woke up early morning and left for school though she was bleeding heavily. At school, the principal wanted to know where she had been but she declined to answer and was suspended. The money Malili spent on her was refunded by her boyfriend Joshua Mwendwa whose number she had given to Malili on request. Meanwhile, the minor’s mother was on her way to school when she met her daughter who was crying. She narrated to her all that had happened. The court heard the girl’s breasts were producing milk and she told her she had aborted and thrown away the baby. Corporal Alice Mureithi testified that Malili was a midwife who linked the girl with Mutunga a health officer at Ndibani health centre. They met and he carried out the abortion which went well as she got no complications. She went to school the next day but was sent home for absenteeism. She stated that the student was taken to Makueni hospital since she was having pain in the abdomen and breasts and it was confirmed she had had an abortion. She also confirmed that the minor took the police officers to Mutunga’s home where the abortion had been done. In cross-examination, she said Mutunga told them he is a medical doctor but he did not say whether he runs a clinic. Emmanuel Loiposha, a medical doctor from Makueni hospital said he examined the minor and the ultrasound did show that she had a complete abortion. His observation from the defence’s treatment notes showed the girl had premature labour subsequent to a pelvic inflammatory disease. Mutunga in his defence stated that he had a dispensary as a nurse and only knew the girl in court as one of the patients he had treated. That on a material day, he was not in Kivani as he was on duty at Ndimbani dispensary where he works. He later went home, about 20kms away. He said that he had an extract of an outpatient register of the material day which showed that the girl went to his clinic complaining of severe abdominal pains. He had another register on medication and another one showing the HIV status. He further stated that the patient’s pain was in the uterus and he found out that she was pregnant. He recorded that she had premature labour due to pelvic inflammatory disease. He went on to testify that the minor had vaginal discharge and itches. Since she was not accompanied by an adult he only attended to her because she told him she was 18 years of age. He denied making sexual advances at her or inserting drugs in her private parts.",https://www.the-star.co.ke/news/2019-08-22-nurse-who-procured-abortion-for-form-4-student-loses-appeal-case/
